,id,amo_id,amo_lead_id,prefix,code,card_type,design_type,status,supplier_payment_date,sale_price,sale_date,expiry_date,card_used_date,created_at,updated_at,deleted_at,number
5055,,,20077943,P1,P1_244533,paper,design1,sold_used,,3500.0,2021-10-16 12:19:00,,,,,,244533
5056,,,23454713,P1P,P1P_293703,paper,design1,sold_used,2023-06-06,7000.0,2023-01-13 16:44:00,,2023-06-06,,,,293703
5064,,,23462101,F1,F1_248041,paper,design1,,,5000.0,2023-01-14 15:40:00,,,,,,248041
5066,,,23464975,S,S_N1X1124308,paper,design1,sold_used,2023-10-03,5000.0,2023-01-14 14:40:00,,2023-10-03,,,,N1X1124308
5067,,,23418575,S,S_N2X237853,paper,design1,,,18000.0,2023-01-18 11:03:00,,,,,,N2X237853
5068,,,23466787,S,S_N2X295995,paper,design1,sold_used,2023-03-03,5000.0,2023-01-18 10:48:00,,2023-03-03,,,,N2X295995
5080,,,23500055,SP,SP_273182,paper,design1,sold_used,,21800.0,2023-01-18 18:43:00,,,,,,273182
5087,,,23512497,VS,VS_H2410708,electronic,design1,,,3500.0,2023-01-20 12:59:00,,,,,,H2410708
5092,,,23510405,S,S_H219603,paper,design1,,,3500.0,2023-01-20 16:57:00,,,,,,H219603
5093,,,23521391,VWS20,VWS20_2464856,electronic,design1,sold_used,,3000.0,2023-01-21 20:26:00,,,,,,2464856
5099,,,23534385,MT2,MT2_165843,paper,design1,sold_used,,5200.0,2023-01-25 17:58:00,,,,,,165843
5104,,,23547341,SP,SP_275035,paper,design1,,,21800.0,2023-01-25 17:57:00,,,,,,275035
5132,,,23586703,MT2,MT2_124214,paper,design1,sold_used,2023-03-05,5000.0,2023-01-31 17:52:00,,2023-03-05,,,,124214
5133,,,23588587,MT2,MT2_159168,paper,design1,sold_used,2023-03-05,5000.0,2023-01-31 14:40:00,,2023-03-05,,,,159168
5137,,,23596587,P1G,P1G_255860,paper,design1,sold_used,2023-09-09,4500.0,2023-02-02 14:53:00,,2023-09-09,,,,255860
5140,,,23601589,WS60,WS60_245715,paper,design1,,,,2023-02-04 15:04:00,,,,,,245715
5148,,,23612531,VWS60,VWS60_2556667,electronic,design1,,,8500.0,2023-02-03 19:37:00,,,,,,2556667
5173,,,23650993,S,S_N1X124378,paper,design1,sold_used,2023-10-02,5000.0,2023-02-11 10:10:00,,2023-10-02,,,,N1X124378
5176,,,23653171,VWS20,VWS20_2585660,electronic,design1,sold_used,,3000.0,2023-02-10 13:41:00,,,,,,2585660
5178,,,23655279,F1,F1_227754,paper,design1,,,5000.0,2023-02-16 16:53:00,,,,,,227754
5184,,,23663335,MT2,MT2_195006,paper,design1,sold_used,2023-03-03,8000.0,2023-02-14 06:11:00,,2023-03-03,,,,195006
5191,,,23670527,VWS60,VWS60_2593247,electronic,design1,sold_used,,8500.0,2023-02-13 14:46:00,,,,,,2593247
5192,,,23672219,P1G,P1G_213423,paper,design1,,,4500.0,2023-02-14 09:45:00,,,,,,213423
5207,,,23687925,MT2,MT2_174703,paper,design1,sold_used,2023-12-08,8000.0,2023-02-17 13:06:00,,2023-12-08,,,,174703
5208,,,23691835,P1G,P1G_218861,paper,design1,,,4500.0,2023-02-17 23:16:00,,,,,,218861
5216,,,23700255,SP,SP_240685,paper,design1,sold_used,,21800.0,2023-02-21 08:36:00,,,,,,240685
5218,,,23703937,SN1X1,SN1X1_172546,paper,design1,sold_used,2023-03-03,,2023-02-20 09:58:00,,2023-03-03,,,,172546
5223,,,23706073,SN1X1,SN1X1_152721,paper,design1,sold_used,2023-03-03,,2023-02-20 09:58:00,,2023-03-03,,,,152721
5233,,,23710655,VEF30,VEF30_2566172,electronic,design1,sold_used,2023-03-09,4500.0,2023-02-20 12:13:00,,2023-03-09,,,,2566172
5246,,,23714931,SN2X1,SN2X1_162368,paper,design1,sold_used,2023-10-03,9000.0,2023-02-22 12:04:00,,2023-10-03,,,,162368
5272,,,23721275,SP2,SP2_248640,paper,design1,,,43600.0,2023-02-23 09:34:00,,,,,,248640
5296,,,23727021,SP,SP_234069,paper,design1,,,21800.0,2023-02-23 16:17:00,,,,,,234069
5321,,,23729673,S,S_236841,paper,design1,sold_used,,18000.0,2023-02-23 11:14:00,,,,,,236841
5352,,,23749387,SN2X1,SN2X1_181799,paper,design1,sold_used,,9000.0,2023-02-28 10:08:00,,,,,,181799
5359,,,23759449,VS2,VS2_2643693,electronic,design1,,,36000.0,2023-02-28 14:15:00,,,,,,2643693
5376,,,23788151,VWS20,VWS20_2623516,electronic,design1,sold_used,,3300.0,2023-03-03 15:18:00,,,,,,2623516
5394,,,23803433,P1G,P1G_269247,paper,design1,sold_used,,4500.0,2023-03-05 21:35:00,,,,,,269247
5396,,,23789255,WS60,WS60_217339,paper,design1,,,8500.0,2023-03-03 15:16:00,,,,,,217339
5402,,,23810559,WSN60,WSN60_259740,paper,design1,,,10000.0,2023-03-10 22:05:00,,,,,,259740
5405,,,23813621,VWS60,VWS60_2689437,electronic,design1,,,,2023-03-07 11:55:00,,,,,,2689437
5415,,,23826923,WS60,WS60_268389,paper,design1,,,8800.0,2023-03-09 18:10:00,,,,,,268389
5427,,,23852821,WS60,WS60_282982,paper,design1,sold_used,2023-09-07,,2023-03-15 07:39:00,,2023-09-07,,,,282982
5431,,,23869067,S,S_H2258322,paper,design1,,,7000.0,2023-03-16 08:30:00,,,,,,H2258322
5432,,,23869621,WSN60,WSN60_267538,paper,design1,sold_used,2023-05-08,10000.0,2023-03-17 16:11:00,,2023-05-08,,,,267538
5433,,,23869831,VS,VS_KV2669361,electronic,design1,sold_used,,21800.0,2023-03-15 17:25:00,,,,,,KV2669361
5435,,,23871179,S,S_279862,paper,design1,,,18000.0,2023-03-15 19:56:00,,,,,,279862
5443,,,23885027,WS60,WS60_274787,paper,design1,,,,2023-03-20 21:18:00,,,,,,274787
5458,,,23908435,WS20,WS20_197281,paper,design1,sold_used,2023-12-08,2600.0,2023-03-22 14:57:00,,2023-12-08,,,,197281
5462,,,23918309,VWS20,VWS20_2793019,electronic,design1,sold_used,,,2023-03-25 10:04:00,,,,,,2793019
5463,,,23918655,VWS20,VWS20_2757596,electronic,design1,sold_used,,,2023-03-22 14:29:00,,,,,,2757596
5464,,,23918783,VWS20,VWS20_2740508,electronic,design1,sold_used,,,2023-03-22 14:38:00,,,,,,2740508
5465,,,23918277,P1P,P1P_229460,paper,design1,sold_used,,7000.0,2023-03-25 10:04:00,,,,,,229460
5466,,,23919421,WS20,WS20_159403,paper,design1,,,3300.0,2023-03-22 16:08:00,,,,,,159403
5477,,,23931737,EF30,EF30_234038,paper,design1,,,,2023-03-27 16:00:00,,,,,,234038
5478,,,23931953,EF30,EF30_129796,paper,design1,sold_used,2023-02-07,,2023-03-27 16:00:00,,2023-02-07,,,,129796
5487,,,23943287,P1,P1_237536,paper,design1,,,3500.0,2023-03-26 19:19:00,,,,,,237536
5491,,,23942865,VWS60,VWS60_2896533,electronic,design1,sold_used,,8500.0,2023-03-26 18:16:00,,,,,,2896533
5493,,,23959347,VWS60,VWS60_2859965,electronic,design1,sold_used,2023-04-08,,2023-03-28 18:57:00,,2023-04-08,,,,2859965
5495,,,23962927,VS,VS_U290677,electronic,design1,sold_used,2023-05-08,6000.0,2023-03-29 12:03:00,,2023-05-08,,,,U290677
5500,,,23965909,VHB20,VHB20_2815349,electronic,design1,,,,2023-03-29 16:38:00,,,,,,2815349
5502,,,23967057,WS20,WS20_130690,paper,design1,sold_used,2023-10-09,2600.0,2023-03-30 13:39:00,,2023-10-09,,,,130690
5527,,,23997707,SP,SP_237419,paper,design1,,,21800.0,2023-04-04 16:25:00,,,,,,237419
5535,,,24013075,WSN60,WSN60_231554,paper,design1,,,10000.0,2023-04-06 15:51:00,,,,,,231554
5539,,,22237131,S,S_U60118430,paper,design1,,,2000.0,2023-04-07 05:59:00,,,,,,U60118430
5540,,,24020499,PS,PS_253822,paper,design1,,,16000.0,2023-04-06 15:50:00,,,,,,253822
5555,,,24032107,MT2,MT2_123780,paper,design1,,,8000.0,2023-04-09 15:43:00,,,,,,123780
5562,,,24048193,SP,SP_245195,paper,design1,sold_used,2023-09-06,21800.0,2023-04-10 18:07:00,,2023-09-06,,,,245195
5563,,,24048603,WS20,WS20_132314,paper,design1,sold_used,,2600.0,2023-04-11 17:13:00,,,,,,132314
5566,,,24052371,MT2,MT2_123470,paper,design1,sold_used,,8000.0,2023-04-13 15:23:00,,,,,,123470
5567,,,24053071,P2,P2_214372,paper,design1,sold_used,2023-11-10,7500.0,2023-04-13 16:32:00,,2023-11-10,,,,214372
5568,,,24056111,VWS60,VWS60_2887751,electronic,design1,,,,2023-04-11 18:34:00,,,,,,2887751
5572,,,24064295,VWS60,VWS60_2887963,electronic,design1,sold_used,,8500.0,2023-04-12 19:03:00,,,,,,2887963
5581,,,24072407,VEF30,VEF30_2893160,electronic,design1,sold_used,,4500.0,2023-04-13 20:02:00,,,,,,2893160
5591,,,24083997,WS60,WS60_279105,paper,design1,sold_used,,,2023-04-17 20:33:00,,,,,,279105
5592,,,24084061,WS60,WS60_248651,paper,design1,sold_used,2023-12-08,,2023-04-17 20:34:00,,2023-12-08,,,,248651
5601,,,24092835,WS60,WS60_227511,paper,design1,sold_used,2023-05-08,,2023-04-17 12:05:00,,2023-05-08,,,,227511
5610,,,24104865,KR4,KR4_172670,paper,design1,sold_used,2023-09-07,5200.0,2023-04-21 05:36:00,,2023-09-07,,,,172670
5613,,,24108631,S,S_P256681,paper,design1,sold_used,,21800.0,2023-04-21 05:36:00,,,,,,P256681
5621,,,24121405,HB20,HB20_120282,paper,design1,,,3700.0,2023-04-21 15:03:00,,,,,,120282
5632,,,24125407,KR4,KR4_214822,paper,design1,,,5200.0,2023-04-24 21:27:00,,,,,,214822
5654,,,24144735,KR4,KR4_110973,paper,design1,sold_used,,5200.0,2023-04-25 13:19:00,,,,,,110973
5656,,,24148027,S,S_290755,paper,design1,sold_used,2023-03-08,18000.0,2023-04-25 13:18:00,,2023-03-08,,,,290755
5659,,,23855583,S2,S2_239558,paper,design1,sold_used,,36000.0,2023-04-26 19:09:00,,,,,,239558
5668,,,24162895,SP,SP_262171,paper,design1,,,22500.0,2023-04-27 00:03:00,,,,,,262171
5675,,,24171688,MT2,MT2_155202,paper,design1,,,8000.0,2023-04-28 21:01:00,,,,,,155202
5678,,,24177210,WS60,WS60_293433,paper,design1,,,,2023-05-01 12:22:00,,,,,,293433
5684,,,24180006,P1,P1_245183,paper,design1,sold_used,,3500.0,2023-04-29 19:24:00,,,,,,245183
5685,,,24183178,WSN60,WSN60_240422,paper,design1,,,10000.0,2023-05-01 12:22:00,,,,,,240422
5688,,,24184388,WSN60,WSN60_285131,paper,design1,,,10000.0,2023-04-29 17:24:00,,,,,,285131
5692,,,24187144,VWS20,VWS20_2978540,electronic,design1,sold_used,,3000.0,2023-04-30 11:11:00,,,,,,2978540
5699,,,24200349,MT2,MT2_154390,paper,design1,,,8000.0,2023-05-03 08:17:00,,,,,,154390
5700,,,24203595,VWSN60,VWSN60_2920681,electronic,design1,sold_used,2023-03-09,10000.0,2023-05-03 08:13:00,,2023-03-09,,,,2920681
5706,,,24207627,SP,SP_293596,paper,design1,,,22500.0,2023-05-04 16:28:00,,,,,,293596
5712,,,24210085,VS,VS_2934178,electronic,design1,sold_used,2023-03-11,18000.0,2023-05-03 20:21:00,,2023-03-11,,,,2934178
5715,,,24210987,VWS60,VWS60_2957007,electronic,design1,sold_used,,8500.0,2023-05-04 11:39:00,,,,,,2957007
5719,,,24218595,P1G,P1G_224842,paper,design1,,,4500.0,2023-05-04 16:31:00,,,,,,224842
5743,,,24237543,SP,SP_232304,paper,design1,,,22500.0,2023-05-07 16:07:00,,,,,,232304
5745,,,24238873,S2,S2_258981,paper,design1,,,36000.0,2023-05-11 16:05:00,,,,,,258981
5756,,,24243357,P2,P2_251992,paper,design1,,,6500.0,2023-05-07 19:27:00,,,,,,251992
5763,,,24252071,WSN60,WSN60_272871,paper,design1,sold_used,,10000.0,2023-05-10 13:31:00,,,,,,272871
5764,,,24253453,S,S_215897,paper,design1,,,18000.0,2023-05-11 11:16:00,,,,,,215897
5769,,,24198426,ST,ST_279388,paper,design1,sold_used,,36400.0,2023-05-13 11:08:00,,,,,,279388
5774,,,24261179,KR2,KR2_256115,paper,design1,,,3000.0,2023-05-13 00:45:00,,,,,,256115
5783,,,24267977,KR4,KR4_125220,paper,design1,,,5500.0,2023-05-19 13:34:00,,,,,,125220
5785,,,24280123,VWS60,VWS60_3092460,electronic,design1,sold_used,2023-08-07,8500.0,2023-05-12 15:47:00,,2023-08-07,,,,3092460
5786,,,24280271,KR4,KR4_224353,paper,design1,sold_used,,5500.0,2023-05-19 13:38:00,,,,,,224353
5792,,,24287127,P1G,P1G_249662,paper,design1,,,4500.0,2023-05-16 13:53:00,,,,,,249662
5795,,,24290203,KR2,KR2_256160,paper,design1,,,3000.0,2023-05-16 13:54:00,,,,,,256160
5798,,,24291389,VWS60,VWS60_3065053,electronic,design1,sold_used,,8500.0,2023-05-13 16:55:00,,,,,,3065053
5801,,,24291535,VWS60,VWS60_3059655,electronic,design1,sold_used,2023-04-08,10000.0,2023-05-13 21:36:00,,2023-04-08,,,,3059655
5802,,,24292285,VWS60,VWS60_3071823,electronic,design1,sold_used,2023-07-08,10000.0,2023-05-13 21:37:00,,2023-07-08,,,,3071823
5803,,,24292405,SP,SP_212810,paper,design1,sold_used,,21800.0,2023-05-15 19:33:00,,,,,,212810
5804,,,24294657,VWS20,VWS20_3085198,electronic,design1,sold_used,2023-07-08,,2023-05-14 14:55:00,,2023-07-08,,,,3085198
5805,,,24295849,SP,SP_278179,paper,design1,sold_used,,21800.0,2023-05-14 15:08:00,,,,,,278179
5809,,,24244381,VWS20,VWS20_3025473,electronic,design1,,,3000.0,2023-05-09 19:51:00,,,,,,3025473
5811,,,24300755,VMT2,VMT2_3054742,electronic,design1,,,8000.0,2023-05-15 12:12:00,,,,,,3054742
5817,,,24308797,WS60,WS60_220204,paper,design1,,,,2023-05-16 15:50:00,,,,,,220204
5827,,,24314551,VHB20,VHB20_3083928,electronic,design1,,,3700.0,2023-05-16 18:01:00,,,,,,3083928
5832,,,24319465,KR2,KR2_242108,paper,design1,sold_used,,3000.0,2023-05-18 14:10:00,,,,,,242108
5835,,,24320507,MT2,MT2_162806,paper,design1,,,8000.0,2023-05-19 13:41:00,,,,,,162806
5836,,,24321529,WS20,WS20_169273,paper,design1,sold_used,,2600.0,2023-05-19 13:42:00,,,,,,169273
5838,,,24322965,VWSN60,VWSN60_3078338,electronic,design1,sold_used,2023-06-08,10000.0,2023-05-17 16:54:00,,2023-06-08,,,,3078338
5841,,,24324573,WS60,WS60_220418,paper,design1,sold_used,,,2023-05-18 11:43:00,,,,,,220418
5844,,,24334601,ST,ST_298539,paper,design1,sold_used,,36400.0,2023-05-19 16:03:00,,,,,,298539
5849,,,24338157,P2G,P2G_259547,paper,design1,sold_used,2023-11-07,8500.0,2023-05-18 18:40:00,,2023-11-07,,,,259547
5857,,,24343905,VWSN60,VWSN60_3046406,electronic,design1,sold_used,,10000.0,2023-05-19 14:53:00,,,,,,3046406
5858,,,24345659,VWS60,VWS60_3078752,electronic,design1,,,8500.0,2023-05-19 18:29:00,,,,,,3078752
5860,,,24345717,VUN,VUN_3046388,electronic,design1,sold_used,,7000.0,2023-05-19 19:55:00,,,,,,3046388
5863,,,24346325,P1G,P1G_230513,paper,design1,,,4500.0,2023-05-20 14:35:00,,,,,,230513
5866,,,24349797,KR2,KR2_287134,paper,design1,sold_used,,3000.0,2023-05-20 16:34:00,,,,,,287134
5870,,,24350265,VWS20,VWS20_3020814,electronic,design1,,,3000.0,2023-05-20 17:38:00,,,,,,3020814
5887,,,24354119,VS2,VS2_3096405,electronic,design1,sold_used,,36000.0,2023-05-21 14:31:00,,,,,,3096405
5902,,,24362083,WS60,WS60_273618,paper,design1,,,,2023-05-23 12:32:00,,,,,,273618
5922,,,24372639,WS60,WS60_252780,paper,design1,,,8500.0,2023-05-24 16:07:00,,,,,,252780
5923,,,24383127,VWS60,VWS60_3171499,electronic,design1,,,8500.0,2023-05-24 14:44:00,,,,,,3171499
5927,,,24384409,MT2,MT2_156312,paper,design1,sold_used,2023-07-10,8000.0,2023-05-26 18:51:00,,2023-07-10,,,,156312
5932,,,24387979,KR4,KR4_128026,paper,design1,,,5500.0,2023-05-26 08:44:00,,,,,,128026
5949,,,24396491,VEF30,VEF30_3113920,electronic,design1,,,5500.0,2023-05-26 11:45:00,,,,,,3113920
5952,,,24398485,VEF30,VEF30_3153440,electronic,design1,,,5500.0,2023-05-26 14:47:00,,,,,,3153440
5958,,,24400591,KR2,KR2_291608,paper,design1,sold_used,2023-02-12,3000.0,2023-05-27 14:41:00,,2023-02-12,,,,291608
5974,,,24407045,VWS60,VWS60_3476012,electronic,design1,sold_used,2023-01-07,,2023-05-28 11:19:00,,2023-01-07,,,,3476012
5976,,,24407599,WS60,WS60_211096,paper,design1,,,,2023-05-31 17:51:00,,,,,,211096
5978,,,24407959,VWS20,VWS20_3184603,electronic,design1,sold_used,2023-03-09,3000.0,2023-05-28 14:40:00,,2023-03-09,,,,3184603
5985,,,24409907,VWS20,VWS20_3126464,electronic,design1,,,3000.0,2023-05-28 22:02:00,,,,,,3126464
5988,,,22117669,VWS20,VWS20_3177034,electronic,design1,sold_used,2023-08-07,3000.0,2022-07-04 16:28:00,,2023-08-07,,,,3177034
5995,,,24397791,EF30,EF30_293152,paper,design1,,,5500.0,2023-05-26 13:31:00,,,,,,293152
5999,,,24417825,MT2,MT2_173042,paper,design1,sold_used,,8000.0,2023-05-31 17:54:00,,,,,,173042
6009,,,24429971,MT2,MT2_111412,paper,design1,sold_used,2023-10-08,8000.0,2023-05-31 18:15:00,,2023-10-08,,,,111412
6011,,,24430983,P1G,P1G_289710,paper,design1,sold_used,,4500.0,2023-05-31 17:48:00,,,,,,289710
6013,,,24431975,S,S_KV255140,paper,design1,sold_used,2023-09-06,22500.0,2023-05-31 19:40:00,,2023-09-06,,,,KV255140
6018,,,24434571,VRJ2X,VRJ2X_3193666,electronic,design1,sold_used,,,2023-05-31 13:32:00,,,,,,3193666
6020,,,24435359,KR2,KR2_272254,paper,design1,,,3000.0,2023-05-31 15:19:00,,,,,,272254
6023,,,24436793,WS60,WS60_217710,paper,design1,,,,2023-05-31 19:36:00,,,,,,217710
6028,,,24437483,WS20,WS20_176485,paper,design1,,,2600.0,2023-05-31 19:08:00,,,,,,176485
6038,,,24445523,MT2,MT2_132061,paper,design1,sold_used,,8000.0,2023-06-02 19:37:00,,,,,,132061
6043,,,24451687,S,S_KV221256,paper,design1,sold_used,,22500.0,2023-06-02 15:12:00,,,,,,KV221256
6067,,,24460931,VSP,VSP_3293337,electronic,design1,,,,2023-06-04 10:23:00,,,,,,3293337
6072,,,24463739,WS60,WS60_219345,paper,design1,sold_used,2023-10-08,,2023-06-05 18:51:00,,2023-10-08,,,,219345
6078,,,24468269,VWS20,VWS20_3265692,electronic,design1,,,3800.0,2023-06-05 11:15:00,,,,,,3265692
6080,,,24469149,VFR2,VFR2_3263443,electronic,design1,sold_used,2023-06-10,10000.0,2023-06-05 11:52:00,,2023-06-10,,,,3263443
6081,,,24470939,P2,P2_222794,paper,design1,,,7500.0,2023-06-05 14:57:00,,,,,,222794
6097,,,24481193,S,S_271384,paper,design1,sold_used,2023-03-10,18000.0,2023-06-10 12:09:00,,2023-03-10,,,,271384
6105,,,24487700,S,S_261316,paper,design1,,,18000.0,2023-06-10 12:16:00,,,,,,261316
6110,,,24510457,SG7,SG7_88089,paper,design1,sold_used,,7000.0,2023-06-10 12:20:00,,,,,,88089
6112,,,24511029,VWS20,VWS20_3282683,electronic,design1,,,3600.0,2023-06-07 18:38:00,,,,,,3282683
6123,,,24519563,VEF60,VEF60_3283215,electronic,design1,,,10500.0,2023-06-08 18:08:00,,,,,,3283215
6131,,,24522645,VWS20,VWS20_3225042,electronic,design1,sold_used,,3600.0,2023-06-09 09:54:00,,,,,,3225042
6139,,,24526063,VWS20,VWS20_3266240,electronic,design1,sold_used,2023-03-09,3600.0,2023-06-09 15:36:00,,2023-03-09,,,,3266240
6142,,,24526839,VWS20,VWS20_3276913,electronic,design1,sold_used,,3600.0,2023-06-09 16:39:00,,,,,,3276913
6149,,,24529985,P1G,P1G_290524,paper,design1,,,3500.0,2023-06-10 14:43:00,,,,,,290524
6160,,,24533039,KR4,KR4_182022,paper,design1,,,5500.0,2023-06-14 10:55:00,,,,,,182022
6174,,,24543213,WS60,WS60_284320,paper,design1,sold_used,,9600.0,2023-06-14 10:56:00,,,,,,284320
6176,,,24543987,VEF30,VEF30_3271299,electronic,design1,,,4500.0,2023-06-12 18:16:00,,,,,,3271299
6200,,,24559135,VSP,VSP_3394072,electronic,design1,,,25000.0,2023-06-14 16:33:00,,,,,,3394072
6201,,,24559751,KR4,KR4_156988,paper,design1,,,5500.0,2023-06-14 17:43:00,,,,,,156988
6212,,,24571717,VEF30,VEF30_3315633,electronic,design1,,,6200.0,2023-06-15 16:30:00,,,,,,3315633
6232,,,24579679,S,S_231352,paper,design1,sold_used,2023-04-09,20000.0,2023-06-17 14:22:00,,2023-04-09,,,,231352
6237,,,24580183,EF30,EF30_287842,paper,design1,,,,2023-06-19 17:54:00,,,,,,287842
6238,,,24580195,EF30,EF30_285562,paper,design1,,,,2023-06-19 17:53:00,,,,,,285562
6241,,,24560639,WS60,WS60_210409,paper,design1,,,,2023-06-16 18:42:00,,,,,,210409
6242,,,24580533,P2G,P2G_234427,paper,design1,,,8500.0,2023-06-20 19:14:00,,,,,,234427
6256,,,24584857,WS60,WS60_216546,paper,design1,sold_used,2023-01-07,,2023-06-20 17:58:00,,2023-01-07,,,,216546
6263,,,24586831,P1,P1_250809,paper,design1,,,3500.0,2023-06-19 17:38:00,,,,,,250809
6264,,,24587353,WS60,WS60_258347,paper,design1,sold_used,2023-12-09,9600.0,2023-06-18 13:10:00,,2023-12-09,,,,258347
6274,,,24592667,WS60,WS60_234279,paper,design1,sold_used,,14300.0,2023-06-20 18:04:00,,,,,,234279
6281,,,24595813,P1,P1_242171,paper,design1,sold_used,,3500.0,2023-06-20 18:05:00,,,,,,242171
6284,,,24596539,ES130,ES130_178349,paper,design1,,,,2023-06-21 23:01:00,,,,,,178349
6292,,,24602149,VEF30,VEF30_3349463,electronic,design1,sold_used,2023-05-08,6000.0,2023-06-20 10:57:00,,2023-05-08,,,,3349463
6293,,,24602291,VHB20,VHB20_3311272,electronic,design1,,,5500.0,2023-06-20 11:12:00,,,,,,3311272
6295,,,24602387,P1,P1_275314,paper,design1,sold_used,,3500.0,2023-06-21 23:00:00,,,,,,275314
6296,,,24722323,P1,P1_219829,paper,design1,sold_used,,3500.0,2023-07-04 13:06:00,,,,,,219829
6302,,,24606011,WS60,WS60_215212,paper,design1,sold_used,,,2023-06-21 16:38:00,,,,,,215212
6313,,,24612383,VEF30,VEF30_3352531,electronic,design1,,,6000.0,2023-06-21 14:16:00,,,,,,3352531
6315,,,24612879,S,S_KV38399,paper,design1,,,25000.0,2023-06-21 15:07:00,,,,,,KV38399
6317,,,24614375,ES130,ES130_117496,paper,design1,sold_used,2023-08-07,,2023-06-24 10:12:00,,2023-08-07,,,,117496
6323,,,24618253,MT2,MT2_195568,paper,design1,,,8000.0,2023-06-24 10:17:00,,,,,,195568
6346,,,24633295,VWS20,VWS20_3487051,electronic,design1,,,3600.0,2023-06-23 15:08:00,,,,,,3487051
6347,,,24633293,P1,P1_249242,paper,design1,sold_used,,3500.0,2023-06-25 12:27:00,,,,,,249242
6351,,,24635545,S,S_242993,paper,design1,sold_used,2023-03-10,20000.0,2023-06-27 00:35:00,,2023-03-10,,,,242993
6375,,,24645395,VHB20,VHB20_3466185,electronic,design1,sold_used,2023-09-09,6000.0,2023-06-25 13:03:00,,2023-09-09,,,,3466185
6377,,,24646143,DT240,DT240_253507,paper,design1,,,12000.0,2023-07-03 09:52:00,,,,,,253507
6388,,,24653591,EF30,EF30_257643,paper,design1,,,6000.0,2023-06-27 18:41:00,,,,,,257643
6400,,,24656289,WS20,WS20_165759,paper,design1,sold_used,,2600.0,2023-06-28 23:22:00,,,,,,165759
6407,,,24664459,SG7,SG7_71358,paper,design1,,,7000.0,2023-06-29 21:59:00,,,,,,71358
6413,,,24665969,WSN60,WSN60_271750,paper,design1,sold_used,2023-09-07,10000.0,2023-07-04 14:10:00,,2023-09-07,,,,271750
6419,,,24669479,VEF30,VEF30_3425159,electronic,design1,sold_used,,6000.0,2023-06-28 14:29:00,,,,,,3425159
6425,,,24675785,KR2,KR2_234066,paper,design1,sold_used,2023-07-07,3000.0,2023-06-29 13:34:00,,2023-07-07,,,,234066
6429,,,24676049,MT2,MT2_119780,paper,design1,sold_used,2023-12-08,8000.0,2023-07-01 10:58:00,,2023-12-08,,,,119780
6431,,,24676465,VEF30,VEF30_3454585,electronic,design1,sold_used,2023-08-07,4500.0,2023-06-29 13:00:00,,2023-08-07,,,,3454585
6477,,,24693703,VWS20,VWS20_3466947,electronic,design1,sold_used,2023-10-09,3600.0,2023-07-01 23:00:00,,2023-10-09,,,,3466947
6485,,,24708927,WS20,WS20_192688,paper,design1,sold_used,2023-11-07,2600.0,2023-07-03 18:52:00,,2023-11-07,,,,192688
6489,,,24713085,VEF30,VEF30_3463215,electronic,design1,sold_used,2023-06-07,6200.0,2023-07-03 12:22:00,,2023-06-07,,,,3463215
6500,,,24717855,P2,P2_291719,paper,design1,,,6500.0,2023-07-05 09:35:00,,,,,,291719
6507,,,24721963,WS60,WS60_254600,paper,design1,sold_used,2023-10-08,,2023-07-05 22:04:00,,2023-10-08,,,,254600
6516,,,24728487,P1,P1_2292278,paper,design1,,,3500.0,2023-07-05 22:04:00,,,,,,2292278
6529,,,24734827,WS20,WS20_118600,paper,design1,,,2600.0,2023-07-10 15:39:00,,,,,,118600
6532,,,24735211,S,S_KV43318,paper,design1,,,25000.0,2023-07-08 18:59:00,,,,,,KV43318
6554,,,24746589,WS60,WS60_224976,paper,design1,sold_used,2023-03-09,,2023-07-07 20:38:00,,2023-03-09,,,,224976
6557,,,24747793,VWS20,VWS20_3592148,electronic,design1,,,3800.0,2023-07-07 12:09:00,,,,,,3592148
6559,,,24748689,WSN60,WSN60_278867,paper,design1,,,12000.0,2023-07-09 09:48:00,,,,,,278867
6568,,,24755059,VSG7,VSG7_3515342,electronic,design1,sold_used,,7000.0,2023-07-07 21:30:00,,,,,,3515342
6571,,,24756801,VUN,VUN_3538452,electronic,design1,sold_used,2023-10-08,7000.0,2023-07-08 11:30:00,,2023-10-08,,,,3538452
6573,,,24757207,WSN60,WSN60_295326,paper,design1,sold_used,2023-08-08,10000.0,2023-07-08 12:43:00,,2023-08-08,,,,295326
6576,,,24757579,VWS20,VWS20_3526225,electronic,design1,,,3800.0,2023-07-08 13:44:00,,,,,,3526225
6584,,,24759839,VST,VST_3558493,electronic,design1,,,36400.0,2023-07-09 09:14:00,,,,,,3558493
6593,,,24819125,WSN60,WSN60_277466,paper,design1,sold_used,2023-05-08,10000.0,2023-07-17 12:28:00,,2023-05-08,,,,277466
6603,,,24774585,WS20,WS20_163976,paper,design1,sold_used,2023-11-08,2600.0,2023-07-10 20:25:00,,2023-11-08,,,,163976
6613,,,24777563,WS20,WS20_243985,paper,design1,sold_used,,2600.0,2023-07-10 20:58:00,,,,,,243985
6652,,,24807709,WS60,WS60_278750,paper,design1,,,9600.0,2023-07-17 17:00:00,,,,,,278750
6670,,,24816173,WS20,WS20_173281,paper,design1,sold_used,,3600.0,2023-07-17 12:46:00,,,,,,173281
6703,,,24820389,WS60,WS60_239813,paper,design1,,,,2023-07-15 23:24:00,,,,,,239813
