,id,amo_id,amo_lead_id,prefix,code,card_type,design_type,status,supplier_payment_date,sale_price,sale_date,expiry_date,card_used_date,created_at,updated_at,deleted_at,number
2781,,,20998517,MT2,MT2_120116,paper,design1,sold_used,2022-05-07,7000.0,2022-02-02 13:04:00,,2022-05-07,,,,120116
2787,,,21003963,VSN2X1,VSN2X1_81944,electronic,design1,sold_used,2022-12-02,9000.0,2022-02-02 10:31:00,,2022-12-02,,,,81944
2789,,,21008615,VSN2X1,VSN2X1_97591,electronic,design1,sold_used,2022-12-03,9000.0,2022-02-02 17:15:00,,2022-12-03,,,,97591
2793,,,21014961,S,S_N2X1192014,paper,design1,sold_used,2022-12-02,9000.0,2022-02-03 21:26:00,,2022-12-02,,,,N2X1192014
2794,,,21015599,S,S_KI40094927,paper,design1,,,5200.0,2022-02-04 21:17:00,,,,,,KI40094927
2796,,,21018967,ESG2,ESG2_149023,paper,design1,,,,2022-02-05 15:38:00,,,,,,149023
2797,,,21021293,VSN1X1,VSN1X1_32644,electronic,design1,sold_used,,5000.0,2022-02-04 10:22:00,,,,,,32644
2800,,,21026505,VMT2B,VMT2B_11449,electronic,design1,,,5000.0,2022-02-04 21:15:00,,,,,,11449
2807,,,21044183,VWS60,VWS60_2037817,electronic,design1,sold_used,2022-09-08,8000.0,2022-07-31 12:49:00,,2022-09-08,,,,2037817
2808,,,21047997,VSN2X1,VSN2X1_23794,electronic,design1,sold_used,2022-12-02,9000.0,2022-02-07 21:01:00,,2022-12-02,,,,23794
2809,,,21051259,VSN2X1,VSN2X1_34352,electronic,design1,,,9000.0,2022-02-08 10:31:00,,,,,,34352
2813,,,21052529,VES160,VES160_87102,electronic,design1,,,4500.0,2022-02-08 12:03:00,,,,,,87102
2818,,,21067927,VWS60,VWS60_88672,electronic,design1,,,8000.0,2022-02-10 09:19:00,,,,,,88672
2819,,,21068827,FJ30,FJ30_69761,paper,design1,,,4350.0,2022-02-11 22:56:00,,,,,,69761
2820,,,21072767,SN1X1,SN1X1_169633,paper,design1,sold_used,2022-12-03,5000.0,2022-02-11 22:55:00,,2022-12-03,,,,169633
2822,,,21076739,VSN2X1,VSN2X1_72188,electronic,design1,sold_used,2022-12-02,9000.0,2022-02-10 21:20:00,,2022-12-02,,,,72188
2823,,,21077297,VSN2X1,VSN2X1_19924,electronic,design1,sold_used,2022-12-02,9000.0,2022-02-10 21:41:00,,2022-12-02,,,,19924
2825,,,21078003,S,S_N2X1121731,paper,design1,sold_used,2023-10-02,5000.0,2022-02-12 21:25:00,,2023-10-02,,,,N2X1121731
2828,,,21082255,VKVS,VKVS_86144,electronic,design1,,,12345.0,2022-02-11 12:16:00,,,,,,86144
2831,,,21084257,FJ30,FJ30_037510,paper,design1,sold_used,,4350.0,2022-02-11 22:53:00,,,,,,037510
2833,,,21088975,S,S_KT1156983,paper,design1,sold_used,,7000.0,2022-02-12 21:22:00,,,,,,KT1156983
2834,,,21089281,VMT2,VMT2_38108,electronic,design1,sold_used,2023-07-02,7000.0,2022-02-12 10:17:00,,2023-07-02,,,,38108
2835,,,21089507,VWS20,VWS20_60951,electronic,design1,,,2900.0,2022-02-12 10:49:00,,,,,,60951
2837,,,21089559,VWS20,VWS20_44754,electronic,design1,,,2900.0,2022-02-12 10:51:00,,,,,,44754
2842,,,21096385,VESG2,VESG2_64230,electronic,design1,sold_used,2022-03-03,10000.0,2022-02-13 12:24:00,,2022-03-03,,,,64230
2849,,,21104415,VSN1X1,VSN1X1_46550,electronic,design1,sold_used,,5000.0,2022-02-14 13:21:00,,,,,,46550
2850,,,21104413,SN1X1,SN1X1_138699,paper,design1,sold_used,,5000.0,2022-02-16 10:03:00,,,,,,138699
2854,,,21106977,VWS60,VWS60_22828,electronic,design1,,,7500.0,2022-02-14 14:57:00,,,,,,22828
2858,,,21116131,VESG1,VESG1_62062,electronic,design1,,,5500.0,2022-02-14 17:18:00,,,,,,62062
2861,,,21123555,VSN1X1,VSN1X1_86552,electronic,design1,sold_used,2022-12-03,5000.0,2022-02-15 14:46:00,,2022-12-03,,,,86552
2866,,,21136693,MT2,MT2_139525,paper,design1,,,5000.0,2022-02-17 21:10:00,,,,,,139525
2870,,,21139127,SN1X1,SN1X1_197196,paper,design1,sold_used,2023-03-03,5000.0,2022-02-17 21:12:00,,2023-03-03,,,,197196
2874,,,21141219,VESG1,VESG1_56340,electronic,design1,sold_used,2022-04-03,5500.0,2022-02-16 16:51:00,,2022-04-03,,,,56340
2878,,,21142823,S,S_N1X1190076,paper,design1,,,5000.0,2022-02-19 08:25:00,,,,,,N1X1190076
2879,,,21142889,VSN1X1,VSN1X1_13190,electronic,design1,,,5000.0,2022-02-16 21:39:00,,,,,,13190
2884,,,21147963,VESG2,VESG2_42936,electronic,design1,,,10000.0,2022-02-17 13:59:00,,,,,,42936
2900,,,21161861,VWS20,VWS20_38322,electronic,design1,,,2900.0,2022-02-18 19:57:00,,,,,,38322
2913,,,21168915,VSN1X1,VSN1X1_75998,electronic,design1,sold_used,2022-12-03,5000.0,2022-02-19 22:47:00,,2022-12-03,,,,75998
2914,,,21169003,MT2,MT2_140869,paper,design1,,,7000.0,2022-02-20 21:04:00,,,,,,140869
2922,,,21172579,MT2B,MT2B_190637,paper,design1,,,5000.0,2022-02-20 21:25:00,,,,,,190637
2926,,,21174199,VSN1X1,VSN1X1_77437,electronic,design1,sold_used,2022-12-03,5000.0,2022-02-20 21:24:00,,2022-12-03,,,,77437
2937,,,21180225,S,S_N1X168767,paper,design1,,,5000.0,2022-02-21 22:46:00,,,,,,N1X168767
2938,,,21180703,VEF30,VEF30_18787,electronic,design1,,,5500.0,2022-02-21 16:49:00,,,,,,18787
2940,,,21181219,VMT2B,VMT2B_82098,electronic,design1,,,5000.0,2022-02-21 16:52:00,,,,,,82098
2945,,,21184675,VES160,VES160_35980,electronic,design1,,,4500.0,2022-02-22 08:30:00,,,,,,35980
2953,,,21187787,MT2,MT2_167648,paper,design1,sold_used,2023-03-09,7000.0,2022-02-22 20:28:00,,2023-03-09,,,,167648
2957,,,21188625,VFJ30,VFJ30_58627,electronic,design1,,,4350.0,2022-02-22 13:45:00,,,,,,58627
2958,,,21188643,VFJ30,VFJ30_81330,electronic,design1,,,4350.0,2022-02-22 13:48:00,,,,,,81330
2962,,,21189591,VMT2,VMT2_20177,electronic,design1,sold_used,,7000.0,2022-02-22 14:58:00,,,,,,20177
2964,,,21190259,VMT2B,VMT2B_45113,electronic,design1,sold_used,2022-02-08,5000.0,2022-02-22 16:32:00,,2022-02-08,,,,45113
2966,,,21190363,VMT2B,VMT2B_81800,electronic,design1,sold_used,2022-05-07,5000.0,2022-02-22 17:15:00,,2022-05-07,,,,81800
2969,,,21190979,MT2,MT2_199748,paper,design1,,,7000.0,2022-02-22 20:36:00,,,,,,199748
2972,,,21191299,VMT2B,VMT2B_51472,electronic,design1,,,5000.0,2022-02-22 18:50:00,,,,,,51472
2976,,,21192323,VMT2B,VMT2B_18498,electronic,design1,sold_used,,5000.0,2022-02-22 21:53:00,,,,,,18498
2979,,,21193989,VMT2,VMT2_84261,electronic,design1,,,7000.0,2022-02-23 09:24:00,,,,,,84261
2980,,,20927751,VESG1,VESG1_32266500,electronic,design1,sold_used,2023-03-05,5500.0,2023-01-15 17:27:00,,2023-03-05,,,,32266500
2983,,,21195817,VMT2B,VMT2B_56075,electronic,design1,,,5000.0,2022-02-23 12:51:00,,,,,,56075
2990,,,21196779,VWS60,VWS60_89067,electronic,design1,sold_used,,8000.0,2022-02-23 15:16:00,,,,,,89067
2998,,,21202583,VMT2B,VMT2B_24026,electronic,design1,,,5000.0,2022-02-24 13:35:00,,,,,,24026
2999,,,21203581,VMT2B,VMT2B_44590,electronic,design1,,,5000.0,2022-02-24 14:39:00,,,,,,44590
3003,,,21227649,S,S_N1X1174800,paper,design1,sold_used,,5000.0,2022-02-25 17:34:00,,,,,,N1X1174800
3004,,,21249379,WS60,WS60_147488,paper,design1,,,8000.0,2022-02-27 21:08:00,,,,,,147488
3006,,,21258885,ES130,ES130_184479,paper,design1,,,3000.0,2022-03-02 21:16:00,,,,,,184479
3009,,,21297953,KVS,KVS_079342,paper,design1,,,12345.0,2022-03-02 21:16:00,,,,,,079342
3012,,,21300805,MT2B,MT2B_147906,paper,design1,sold_used,,,2022-03-02 21:15:00,,,,,,147906
3018,,,21316105,VES160,VES160_76489,electronic,design1,sold_used,2023-08-07,4500.0,2022-03-03 11:24:00,,2023-08-07,,,,76489
3019,,,21319013,VMT2,VMT2_48072,electronic,design1,sold_used,,7000.0,2022-03-03 16:04:00,,,,,,48072
3020,,,21325657,VMT2B,VMT2B_18205,electronic,design1,sold_used,2022-05-07,5000.0,2022-03-04 11:22:00,,2022-05-07,,,,18205
3033,,,21345487,VWS20,VWS20_76234,electronic,design1,sold_used,,2900.0,2022-03-08 13:59:00,,,,,,76234
3035,,,21356347,MT2B,MT2B_188979,paper,design1,sold_used,2023-03-03,5000.0,2022-03-10 12:05:00,,2023-03-03,,,,188979
3041,,,21389547,VMT2B,VMT2B_183857,electronic,design1,,,5000.0,2022-03-13 22:54:00,,,,,,183857
3045,,,21404258,VWS60,VWS60_130677,electronic,design1,sold_used,2022-05-07,8000.0,2022-03-15 15:13:00,,2022-05-07,,,,130677
3046,,,21404268,VWS60,VWS60_111595,electronic,design1,,,8000.0,2022-03-15 15:18:00,,,,,,111595
3048,,,21410881,WS60,WS60_171751,paper,design1,sold_used,,7500.0,2022-03-17 20:28:00,,,,,,171751
3055,,,21433671,VWS60,VWS60_187551,electronic,design1,sold_used,2023-11-05,8000.0,2022-03-20 14:26:00,,2023-11-05,,,,187551
3058,,,21438023,VMT2,VMT2_136942,electronic,design1,sold_used,,7000.0,2022-03-21 12:30:00,,,,,,136942
3062,,,21449489,WS60,WS60_198653,paper,design1,sold_used,,8000.0,2022-03-24 21:29:00,,,,,,198653
3063,,,21450727,RS,RS_132946,paper,design1,sold_used,,20000.0,2022-03-24 21:29:00,,,,,,132946
3065,,,21453777,WS60,WS60_179706,paper,design1,,,,2022-03-24 21:28:00,,,,,,179706
3070,,,21467143,VWS20,VWS20_133475,electronic,design1,sold_used,2022-05-08,2600.0,2022-03-26 09:41:00,,2022-05-08,,,,133475
3084,,,21503111,2SU60,2SU60_015830,paper,design1,,,,2022-03-31 19:05:00,,,,,,015830
3085,,,21503127,2SU60,2SU60_012512,paper,design1,,,,2022-03-31 19:06:00,,,,,,012512
3086,,,21503137,WS60,WS60_140390,paper,design1,,,,2022-03-31 19:08:00,,,,,,140390
3087,,,21503143,2SU60,2SU60_059122,paper,design1,,,,2022-03-31 19:09:00,,,,,,059122
3095,,,21508075,WS60,WS60_192184,paper,design1,,,,2022-04-01 15:05:00,,,,,,192184
3116,,,21508463,WS60,WS60_128299,paper,design1,,,,2022-04-01 15:57:00,,,,,,128299
3119,,,21508485,WS60,WS60_112586,paper,design1,,,,2022-04-01 16:01:00,,,,,,112586
3121,,,21511487,S,S_U60151730,paper,design1,,,,2022-04-02 11:35:00,,,,,,U60151730
3129,,,21521381,MT2,MT2_116988,paper,design1,sold_used,2022-02-08,7000.0,2022-04-05 17:23:00,,2022-02-08,,,,116988
3130,,,21522867,VWS60,VWS60_154073,electronic,design1,,,8000.0,2022-04-04 15:38:00,,,,,,154073
3135,,,21545589,VWS20,VWS20_179174,electronic,design1,,,2900.0,2022-04-06 16:35:00,,,,,,179174
3137,,,21550629,VMT2B,VMT2B_144057,electronic,design1,sold_used,2022-05-07,5000.0,2022-04-07 12:48:00,,2022-05-07,,,,144057
3141,,,21560517,S,S_U24126817,paper,design1,sold_used,2022-04-08,6000.0,2022-04-08 17:29:00,,2022-04-08,,,,U24126817
3142,,,21566003,S,S_U257206,paper,design1,,,4000.0,2022-04-10 20:20:00,,,,,,U257206
3146,,,21600185,MT2,MT2_160628,paper,design1,,,7000.0,2022-04-13 10:33:00,,,,,,160628
3148,,,21603023,VWS20,VWS20_152089,electronic,design1,,,2900.0,2022-04-12 20:09:00,,,,,,152089
3151,,,21615687,WS60,WS60_169599,paper,design1,,,,2022-04-15 22:42:00,,,,,,169599
3156,,,21634447,VMT2B,VMT2B_193635711,electronic,design1,,,5000.0,2022-04-18 18:32:00,,,,,,193635711
3157,,,21617935,VWS60,VWS60_182769,electronic,design1,,,8000.0,2022-04-14 22:46:00,,,,,,182769
3161,,,21619033,MT2,MT2_162864,paper,design1,sold_used,2022-02-08,7000.0,2022-04-15 11:20:00,,2022-02-08,,,,162864
3162,,,21620331,MT2,MT2_155637,paper,design1,sold_used,2022-05-07,7000.0,2022-04-15 22:46:00,,2022-05-07,,,,155637
3163,,,21620621,WS60,WS60_145843,paper,design1,sold_used,,8000.0,2022-04-19 10:46:00,,,,,,145843
3174,,,21636759,VMT2,VMT2_123405,electronic,design1,sold_used,2022-02-06,7000.0,2022-04-18 11:14:00,,2022-02-06,,,,123405
3176,,,21640689,KVS,KVS_082078,paper,design1,sold_used,,12345.0,2022-04-23 09:13:00,,,,,,082078
3179,,,21646305,MT2,MT2_117967,paper,design1,sold_used,2023-03-05,,2022-04-20 02:15:00,,2023-03-05,,,,117967
3180,,,21648383,VMT2,VMT2_120480,electronic,design1,sold_used,2022-02-06,7000.0,2022-04-19 18:43:00,,2022-02-06,,,,120480
3185,,,21653227,VWS60,VWS60_135087,electronic,design1,,,8000.0,2022-04-20 13:49:00,,,,,,135087
3187,,,21655271,WS60,WS60_152237,paper,design1,,,,2022-04-23 09:16:00,,,,,,152237
3188,,,21659501,MT2B,MT2B_144444,paper,design1,sold_used,,5000.0,2022-04-22 22:33:00,,,,,,144444
3189,,,21659785,WS60,WS60_194097,paper,design1,,,8000.0,2022-04-23 09:15:00,,,,,,194097
3205,,,21672667,VRS,VRS_191885,electronic,design1,sold_used,2022-10-06,20000.0,2022-04-24 15:31:00,,2022-10-06,,,,191885
3206,,,21675151,VWS20,VWS20_162774,electronic,design1,sold_used,,2900.0,2022-04-25 07:42:00,,,,,,162774
3210,,,21685441,VWS60,VWS60_121357,electronic,design1,,,8000.0,2022-04-26 13:45:00,,,,,,121357
3215,,,21690867,WS20,WS20_185865,paper,design1,sold_used,,2900.0,2022-04-29 09:52:00,,,,,,185865
3220,,,21703113,VWS60,VWS60_144651,electronic,design1,,,16000.0,2022-04-28 12:41:00,,,,,,144651
3223,,,21706925,FM30,FM30_143701,paper,design1,,,,2022-04-28 18:07:00,,,,,,143701
3227,,,21712187,VWS60,VWS60_166997,electronic,design1,sold_used,,8000.0,2022-04-29 12:45:00,,,,,,166997
3228,,,21713185,VWS60,VWS60_185486,electronic,design1,sold_used,,8000.0,2022-04-29 14:42:00,,,,,,185486
3235,,,21721129,VWS60,VWS60_152935,electronic,design1,,,8000.0,2022-04-30 14:30:00,,,,,,152935
3237,,,21724343,VWS60,VWS60_137276,electronic,design1,,,8000.0,2022-04-30 19:53:00,,,,,,137276
3249,,,21738517,EF30,EF30_213370,paper,design1,sold_used,2022-06-08,,2022-05-07 07:55:00,,2022-06-08,,,,213370
3253,,,21744329,VWS60,VWS60_110335,electronic,design1,sold_used,2022-05-07,8000.0,2022-05-04 12:48:00,,2022-05-07,,,,110335
3254,,,21744537,VWS60,VWS60_174557,electronic,design1,sold_used,,8000.0,2022-05-04 12:56:00,,,,,,174557
3258,,,21751733,WS60,WS60_198493,paper,design1,sold_used,2022-08-08,,2022-05-06 12:13:00,,2022-08-08,,,,198493
3272,,,21768129,VWS60,VWS60_110699,electronic,design1,sold_used,,8000.0,2022-05-08 14:48:00,,,,,,110699
3278,,,21777001,VWS20,VWS20_121776,electronic,design1,,,2900.0,2022-05-10 16:20:00,,,,,,121776
3279,,,21777501,WS60,WS60_156552,paper,design1,,,8000.0,2022-05-12 18:09:00,,,,,,156552
3282,,,21782603,WS60,WS60_164406,paper,design1,,,8000.0,2022-05-12 11:42:00,,,,,,164406
3286,,,21782379,VWS20,VWS20_172732,electronic,design1,,,2900.0,2022-05-11 11:12:00,,,,,,172732
3290,,,21783221,WS60,WS60_173855,paper,design1,,,8000.0,2022-05-12 11:43:00,,,,,,173855
3292,,,21784079,MT2,MT2_292279,paper,design1,,,7000.0,2022-05-12 11:46:00,,,,,,292279
3295,,,21785031,WS20,WS20_178289,paper,design1,sold_used,2022-11-06,2900.0,2022-05-12 11:45:00,,2022-11-06,,,,178289
3298,,,21786119,VWS20,VWS20_162087,electronic,design1,,,2900.0,2022-05-11 17:25:00,,,,,,162087
3305,,,21791523,EF30,EF30_213658,paper,design1,sold_used,,,2022-05-13 19:23:00,,,,,,213658
3309,,,21792671,VEF30,VEF30_167715,electronic,design1,,,5500.0,2022-05-12 12:10:00,,,,,,167715
3311,,,21795155,MT2,MT2_278210,paper,design1,sold_used,,7000.0,2022-05-15 11:24:00,,,,,,278210
3312,,,21795559,WS20,WS20_177730,paper,design1,,,2900.0,2022-05-13 09:50:00,,,,,,177730
3313,,,21796947,WS60,WS60_183720,paper,design1,,,8000.0,2022-05-15 11:25:00,,,,,,183720
3314,,,21802789,VWS20,VWS20_177267,electronic,design1,sold_used,,2900.0,2022-05-13 15:35:00,,,,,,177267
3315,,,21798119,WS60,WS60_166877,paper,design1,,,8000.0,2022-05-13 19:23:00,,,,,,166877
3317,,,21803027,VWS20,VWS20_148274,electronic,design1,,,2900.0,2022-05-13 15:56:00,,,,,,148274
3318,,,21803877,WS20,WS20_141531,paper,design1,,,2900.0,2022-05-14 19:54:00,,,,,,141531
3322,,,21806469,WS20,WS20_132242,paper,design1,,,2900.0,2022-05-22 08:45:00,,,,,,132242
3323,,,21806743,WS60,WS60_179396,paper,design1,sold_used,2022-07-08,8000.0,2022-05-16 13:09:00,,2022-07-08,,,,179396
3329,,,21810135,WS60,WS60_117341,paper,design1,,,8000.0,2022-05-15 17:43:00,,,,,,117341
3331,,,21811929,WS60,WS60_134031,paper,design1,sold_used,2022-06-07,8000.0,2022-05-17 18:55:00,,2022-06-07,,,,134031
3333,,,21814141,WS60,WS60_193188,paper,design1,,,8000.0,2022-05-17 18:56:00,,,,,,193188
3334,,,21814949,VMT2,VMT2_158893,electronic,design1,sold_used,,7000.0,2022-05-16 13:08:00,,,,,,158893
3335,,,21816419,WS60,WS60_180420,paper,design1,,,8000.0,2022-05-17 18:57:00,,,,,,180420
3354,,,21834039,VWS20,VWS20_150078,electronic,design1,sold_used,,2900.0,2022-05-18 17:46:00,,,,,,150078
3357,,,21836335,WS60,WS60_158271,paper,design1,,,,2022-05-22 08:46:00,,,,,,158271
3358,,,21837217,MT2B,MT2B_299497,paper,design1,sold_used,2022-05-07,5000.0,2022-05-25 17:24:00,,2022-05-07,,,,299497
3364,,,21840299,WS60,WS60_142356,paper,design1,sold_used,,8000.0,2022-05-19 15:44:00,,,,,,142356
3372,,,21842343,MT2B,MT2B_219000,paper,design1,sold_used,,5000.0,2022-05-25 17:25:00,,,,,,219000
3374,,,21844475,WS60,WS60_165996,paper,design1,sold_used,,8000.0,2022-05-22 08:56:00,,,,,,165996
3391,,,21851929,MT2B,MT2B_287608,paper,design1,,,5000.0,2022-05-22 13:31:00,,,,,,287608
3392,,,21851981,VMT2B,VMT2B_175041,electronic,design1,sold_used,,5000.0,2022-05-22 09:09:00,,,,,,175041
3394,,,21855551,VWS60,VWS60_198856,electronic,design1,,,8000.0,2022-05-23 10:17:00,,,,,,198856
3398,,,21858683,VWS60,VWS60_168596,electronic,design1,,,8000.0,2022-05-23 15:21:00,,,,,,168596
3399,,,21858919,VWS60,VWS60_143245,electronic,design1,sold_used,2022-09-07,,2022-05-23 15:35:00,,2022-09-07,,,,143245
3403,,,21864167,VMT2,VMT2_129926,electronic,design1,,,7000.0,2022-05-24 19:41:00,,,,,,129926
3404,,,21864197,VFJ30,VFJ30_157872,electronic,design1,,,4350.0,2022-05-24 11:27:00,,,,,,157872
3415,,,21868783,WS60,WS60_139189,paper,design1,,,8000.0,2022-05-25 14:36:00,,,,,,139189
3420,,,21871223,WS60,WS60_150414,paper,design1,,,,2022-05-26 11:23:00,,,,,,150414
3423,,,21873761,VWS20,VWS20_147256,electronic,design1,,,,2022-05-25 17:12:00,,,,,,147256
3424,,,21877169,WS60,WS60_130431,paper,design1,sold_used,,8000.0,2022-05-29 13:24:00,,,,,,130431
3429,,,21878881,WS60,WS60_146053,paper,design1,sold_used,,8000.0,2022-05-29 13:25:00,,,,,,146053
3432,,,21881231,VEF30,VEF30_141563,electronic,design1,sold_used,2022-10-08,4500.0,2022-05-26 20:04:00,,2022-10-08,,,,141563
3433,,,21881489,WS60,WS60_156037,paper,design1,,,8000.0,2022-05-28 13:04:00,,,,,,156037
3436,,,21884529,VWS60,VWS60_119854,electronic,design1,sold_used,2022-09-07,8000.0,2022-05-27 13:45:00,,2022-09-07,,,,119854
3439,,,21885249,WS20,WS20_139559,paper,design1,,,2600.0,2022-06-01 13:56:00,,,,,,139559
3440,,,21886051,VWS20,VWS20_155489,electronic,design1,,,2900.0,2022-05-27 17:40:00,,,,,,155489
3441,,,21886095,VWS20,VWS20_150482,electronic,design1,sold_used,,2900.0,2022-05-27 16:57:00,,,,,,150482
3442,,,21886113,WS60,WS60_129295,paper,design1,sold_used,,8000.0,2022-05-28 17:27:00,,,,,,129295
3444,,,21888175,MT2,MT2_253525,paper,design1,,,7000.0,2022-06-02 18:23:00,,,,,,253525
3449,,,21889589,VMT2,VMT2_191536,electronic,design1,sold_used,2022-05-07,7000.0,2022-05-28 17:17:00,,2022-05-07,,,,191536
3450,,,21890073,VWS20,VWS20_115816,electronic,design1,,,2900.0,2022-05-29 14:17:00,,,,,,115816
3453,,,21892265,VWS60,VWS60_150882,electronic,design1,sold_used,,8000.0,2022-05-29 15:06:00,,,,,,150882
3457,,,21893203,VWS60,VWS60_169802,electronic,design1,,,8000.0,2022-05-29 23:48:00,,,,,,169802
3461,,,21896601,WS60,WS60_185202,paper,design1,sold_used,2022-09-07,,2022-05-30 21:49:00,,2022-09-07,,,,185202
3466,,,21900855,VWS60,VWS60_114011,electronic,design1,,,8000.0,2022-05-30 19:04:00,,,,,,114011
3470,,,21904583,VWS20,VWS20_118502,electronic,design1,sold_used,2022-09-07,,2022-05-31 13:53:00,,2022-09-07,,,,118502
3476,,,21906471,VWS60,VWS60_128698,electronic,design1,sold_used,2022-12-08,8000.0,2022-05-31 16:53:00,,2022-12-08,,,,128698
3483,,,21863625,S,S_KI40188010,paper,design1,sold_used,2022-07-08,5800.0,2022-06-02 13:46:00,,2022-07-08,,,,KI40188010
3485,,,21909395,S,S_U24118767,paper,design1,,,4000.0,2022-06-02 18:22:00,,,,,,U24118767
3491,,,21912457,VP1,VP1_193990,electronic,design1,,,3500.0,2022-06-01 22:30:00,,,,,,193990
3498,,,21916067,VWS20,VWS20_198650,electronic,design1,,,2900.0,2022-06-02 13:30:00,,,,,,198650
3500,,,21917271,WS60,WS60_190236,paper,design1,sold_used,,8500.0,2022-06-02 18:25:00,,,,,,190236
3501,,,21916261,WS60,WS60_179134,paper,design1,,,8800.0,2022-06-04 11:05:00,,,,,,179134
3502,,,21916919,S,S_U60116123,paper,design1,sold_used,,1600.0,2022-06-04 11:05:00,,,,,,U60116123
3504,,,21918403,VWS60,VWS60_161247,electronic,design1,sold_used,2022-06-08,,2022-06-07 19:51:00,,2022-06-08,,,,161247
3507,,,21920733,P1,P1_P245132,paper,design1,sold_used,2022-06-09,7000.0,2022-06-04 11:03:00,,2022-06-09,,,,P245132
3528,,,21929977,VWS20,VWS20_166896,electronic,design1,,,3000.0,2022-06-04 17:59:00,,,,,,166896
3539,,,21937137,WSN60,WSN60_254793,paper,design1,,,10000.0,2022-06-07 13:59:00,,,,,,254793
3540,,,21937147,MT2B,MT2B_252244,paper,design1,,,5000.0,2022-06-07 00:42:00,,,,,,252244
3543,,,21938207,WS60,WS60_113592,paper,design1,sold_used,,8500.0,2022-06-08 21:51:00,,,,,,113592
3550,,,21944263,VWS60,VWS60_194746,electronic,design1,sold_used,,8500.0,2022-06-07 12:03:00,,,,,,194746
3553,,,21951433,VP1G,VP1G_173772,electronic,design1,,,4500.0,2022-06-07 15:01:00,,,,,,173772
3556,,,21952241,VWS60,VWS60_172213,electronic,design1,sold_used,,8500.0,2022-06-07 22:40:00,,,,,,172213
3559,,,21953197,VWS20,VWS20_185101,electronic,design1,,,3000.0,2022-06-07 19:28:00,,,,,,185101
3564,,,21958329,VWS60,VWS60_163267,electronic,design1,sold_used,2022-06-08,8800.0,2022-06-08 14:28:00,,2022-06-08,,,,163267
3570,,,21961451,VEF30,VEF30_162079,electronic,design1,sold_used,,5500.0,2022-06-08 21:47:00,,,,,,162079
3582,,,21967707,VWS60,VWS60_152244,electronic,design1,sold_used,2022-02-07,8800.0,2022-06-09 19:46:00,,2022-02-07,,,,152244
3585,,,21969271,VWS20,VWS20_198202,electronic,design1,sold_used,2022-02-07,3000.0,2022-06-10 09:31:00,,2022-02-07,,,,198202
3589,,,21972851,VWS60,VWS60_138529,electronic,design1,sold_used,,8500.0,2022-06-11 21:40:00,,,,,,138529
3590,,,21973281,VWS20,VWS20_180454,electronic,design1,sold_used,,3000.0,2022-06-11 14:22:00,,,,,,180454
3591,,,21974333,FJ30,FJ30_83207,paper,design1,,,4350.0,2022-06-11 21:49:00,,,,,,83207
3592,,,21974589,VWSN60,VWSN60_143214,electronic,design1,sold_used,2022-08-07,10000.0,2022-06-10 19:04:00,,2022-08-07,,,,143214
3599,,,21976785,WS60,WS60_111455,paper,design1,,,8800.0,2022-06-11 21:51:00,,,,,,111455
3601,,,21976879,VWS60,VWS60_171237,electronic,design1,,,8500.0,2022-06-11 13:00:00,,,,,,171237
3602,,,21977065,VWS20,VWS20_197747,electronic,design1,sold_used,2022-06-08,,2022-06-11 14:19:00,,2022-06-08,,,,197747
3608,,,21980519,VWS20,VWS20_175080,electronic,design1,,,3000.0,2022-06-12 10:50:00,,,,,,175080
3609,,,21980625,VWS60,VWS60_155581,electronic,design1,,,8500.0,2022-06-12 11:03:00,,,,,,155581
3610,,,21981249,VWS20,VWS20_128215,electronic,design1,,,3000.0,2022-06-12 14:38:00,,,,,,128215
3614,,,21983321,VWS20,VWS20_121034,electronic,design1,,,3000.0,2022-06-13 06:14:00,,,,,,121034
3628,,,21989627,VWS20,VWS20_126776,electronic,design1,,,3000.0,2022-06-14 11:46:00,,,,,,126776
3629,,,21990825,WS20,WS20_144452,paper,design1,,,3000.0,2022-06-16 10:51:00,,,,,,144452
3636,,,21995385,VWS20,VWS20_166048,electronic,design1,sold_used,2022-11-08,,2022-06-15 10:45:00,,2022-11-08,,,,166048
3638,,,21995501,VHB20,VHB20_128727,electronic,design1,,,3500.0,2022-06-15 10:55:00,,,,,,128727
3640,,,21996393,VWS60,VWS60_156316,electronic,design1,sold_used,2022-09-08,,2022-06-15 12:42:00,,2022-09-08,,,,156316
3641,,,21997769,VEF30,VEF30_198868,electronic,design1,sold_used,,5500.0,2022-06-15 15:19:00,,,,,,198868
3644,,,21998179,VWS60,VWS60_187078,electronic,design1,sold_used,,8500.0,2022-06-15 17:08:00,,,,,,187078
3653,,,22001455,VWS60,VWS60_193578,electronic,design1,sold_used,,8500.0,2022-06-16 09:41:00,,,,,,193578
3659,,,22003555,VWS20,VWS20_179368,electronic,design1,,,3000.0,2022-06-16 12:47:00,,,,,,179368
3664,,,22008349,S,S_KI40112606,paper,design1,,,6400.0,2022-06-18 22:23:00,,,,,,KI40112606
3665,,,22008375,VWSN60,VWSN60_186221,electronic,design1,sold_used,2022-02-07,10000.0,2022-06-16 17:20:00,,2022-02-07,,,,186221
3667,,,22009555,VWS20,VWS20_167833,electronic,design1,,,3200.0,2022-06-16 23:49:00,,,,,,167833
3673,,,22012847,VWS20,VWS20_191457,electronic,design1,,,3000.0,2022-06-17 12:10:00,,,,,,191457
