,amo_id,этап_сделки,бюджет,дата_создания_сделки,sale_date,delivery_price,стоимость_доставки,products,price,subtotal,выручка_от_клиента,направление_(вид_сертификата),code,корневая_сделка,номер_2-го_сертификата,номер_3-го_сертификата,номер_4-го_сертификата,номер_5-го_сертификата,сертификат_на_тренера,статус_погашения,card_used_date,стоимость_закупки,id,prefix,number,prefix_V,card_type,design_type,status,sale_price,expiry_date,created_at,updated_at,deleted_at,supplier_payment_date
2765,20950903,Успешно_реализовано,4900.0,2022-01-27 01:04:02,2022-01-28 12:36:00,400.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4900.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30185458,,,,,,,,,,,MF,30185458,MF,paper,design1,,4500.0,,,,,
2768,20956707,Успешно_реализовано,3350.0,2022-01-27 15:29:05,2022-02-01 11:43:00,350.0,426,"Подарочный_сертификатна_Электробайк_(Выберите_тип:_1,5_ч_катания_для_1_человека_-_3000_р_)_-_1x3000_=_3000",3350.0,3000.0,3350,Мото_Электробайк,EB1X1_66816,,,,,,,,,,,EB1X1,66816,EB1X1,paper,design1,,3000.0,,,,,
2810,21051299,Успешно_реализовано,8450.0,2022-02-08 10:30:03,2022-02-09 21:42:00,350.0,,"СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_1x2500_=_2500;_
Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600",8450.0,8100.0,8450,Аэротруба,AT_6018442,,РН002,,,,,Погашен,2022-10-05,,,AT,6018442,AT,paper,design1,sold_used,,,,,,2022-10-05
2812,21052261,Успешно_реализовано,9400.0,2022-02-08 11:37:48,2022-02-08 21:15:00,400.0,829,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_10_минут_полёта_(для_1-2_человек)_)_-_1x9000_=_9000,9400.0,9000.0,9400,Аэротруба,AT_10182837,,,,,,,,,,,AT,10182837,AT,paper,design1,,9000.0,,,,,
2839,21091859,Успешно_реализовано,6350.0,2022-02-12 15:58:17,2022-02-14 16:08:00,350.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_2x3000_=_6000,6350.0,6000.0,6350,Флайборд_/_Ховерборд_/_Ранец,MF_20143486,,MF20141862,,,,,,,,,MF,20143486,MF,paper,design1,,2600.0,,,,,
2857,21115231,Успешно_реализовано,3350.0,2022-02-14 15:26:06,2022-02-16 10:03:00,350.0,,"Подарочный_сертификатна_Электробайк_(Выберите_тип:_1,5_ч_катания_для_1_человека_-_3000_р_)_-_1x3000_=_3000",3350.0,3000.0,3350,Мото_Электробайк,EB1X1_23268,,,,,,,,,,,EB1X1,23268,EB1X1,paper,design1,,3000.0,,,,,
2959,21188765,Успешно_реализовано,6000.0,2022-02-22 13:24:05,2022-02-23 17:04:00,350.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600,5950.0,5600.0,5950,Аэротруба,AT_6179975,,,,,,,,,,,AT,6179975,AT,paper,design1,,5600.0,,,,,
2996,21198555,Успешно_реализовано,5950.0,2022-02-23 20:33:01,2022-02-24 12:21:00,350.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600,5950.0,5600.0,5950,Аэротруба,AT_6117015,,,,,,,,,,,AT,6117015,AT,paper,design1,,5600.0,,,,,
3022,21330403,Успешно_реализовано,8400.0,2022-03-05 08:14:02,2022-03-05 09:14:00,0.0,,"Подарочный_сертификатна_Искусственную_Волну_(Выберите_тип:_1_час_катания_для_одного_в_группе_)_-_1x4500_=_4500;_
Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_4_минуты_полёта_(для_1_человека)_)_-_1x3900_=_3900",8400.0,8400.0,8400,Аэротруба,AT_4046069,,CW1170144,,,,,,,,,AT,4046069,AT,paper,design1,,,,,,,
3036,21368727,Успешно_реализовано,4350.0,2022-03-11 09:51:03,2022-03-13 22:34:00,350.0,,"Подарочный_сертификат_на_электробайк_(Выберите_вариант_сертификата:_1,5_ч_катания_для_1_человека_-_3000_р_)_-_1x3000_=_3000",3350.0,3000.0,4350,Мото_Электробайк,EB1X1_44421,,,,,,,Погашен,2022-02-06,,,EB1X1,44421,EB1X1,paper,design1,sold_used,3000.0,,,,,2022-02-06
3057,21435461,Успешно_реализовано,4500.0,2022-03-20 22:13:29,2022-03-21 19:32:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30167811,,,,,,,,,,,MF,30167811,MF,paper,design1,,4500.0,,,,,
3066,21454275,Успешно_реализовано,4250.0,2022-03-23 21:09:11,2022-03-24 14:53:00,350.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_4_минуты_полёта_(для_1_человека)_)_-_1x3900_=_3900,4250.0,3900.0,4250,Аэротруба,AT_4113316,,,,,,,,,,,AT,4113316,AT,paper,design1,,3900.0,,,,,
3122,21511497,Успешно_реализовано,1.0,2022-04-02 11:36:50,2022-04-02 11:38:00,,,,,,1,Флайборд_/_Ховерборд_/_Ранец,MF_20124321,,,,,,,,,,,MF,20124321,MF,paper,design1,,,,,,,
3158,21618015,Успешно_реализовано,1950.0,2022-04-14 22:27:05,2022-04-15 22:44:00,350.0,,Подарочный_сертификатна_Сап-Сёрфинг_(Выберите_тип:_1_час_для_двоих_)_-_1x1600_=_1600,1950.0,1600.0,1950,САП-сёрф,SV60_137936,,,,,,,,,,,SV60,137936,SV60,paper,design1,,1600.0,,,,,
3167,21629083,Успешно_реализовано,4500.0,2022-04-16 14:25:16,2022-04-17 12:56:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30152540,,,,,,,,,,,MF,30152540,MF,paper,design1,,4500.0,,,,,
3203,21670697,Успешно_реализовано,8900.0,2022-04-23 19:31:53,2022-04-24 05:49:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_500_руб._)_-_1x8500_=_8500,8900.0,8500.0,8900,Флайборд_/_Ховерборд_/_Ранец,MF_60160891,,,,,,,Погашен,,,,MF,60160891,MF,paper,design1,sold_used,8500.0,,,,,
3299,22139915,Успешно_реализовано,8900.0,2022-05-11 17:22:00,2022-07-07 16:04:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_500_руб._)_-_1x8500_=_8500,8900.0,8500.0,8900,Флайборд_/_Ховерборд_/_Ранец,MF_60147692,,,,,,,,,,,MF,60147692,MF,paper,design1,,8500.0,,,,,
3325,21807427,Успешно_реализовано,3350.0,2022-05-14 16:25:59,2022-05-17 18:53:00,350.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3350.0,3000.0,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20165092,,,,,,,,,,,MF,20165092,MF,paper,design1,,3000.0,,,,,
3344,21761925,Успешно_реализовано,5600.0,2022-05-17 13:23:00,2022-05-18 13:18:00,0.0,,Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_6_минут_полёта_(для_1-2_человек)_)_-_1x5600_=_5600,5600.0,5600.0,5600,Аэротруба,AT_6125564,,,,,,,Погашен,,,,AT,6125564,AT,paper,design1,sold_used,5600.0,,,,,
3349,21828999,Успешно_реализовано,3500.0,2022-05-18 09:19:04,2022-05-19 11:58:00,500.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3500.0,3000.0,3500,Флайборд_/_Ховерборд_/_Ранец,MF_20196646,,,,,,,,,,,MF,20196646,MF,paper,design1,,3000.0,,,,,
3350,21829101,Успешно_реализовано,4500.0,2022-05-18 09:20:40,2022-05-21 04:15:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30165119,,,,,,,Погашен,,,,MF,30165119,MF,paper,design1,sold_used,4500.0,,,,,
3407,21866151,Успешно_реализовано,4850.0,2022-05-24 13:34:23,2022-05-26 11:22:00,350.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30162432,,,,,,,Погашен,2022-05-08,,,MF,30162432,MF,paper,design1,sold_used,4500.0,,,,,2022-05-08
3431,21880731,Успешно_реализовано,4850.0,2022-05-26 17:37:39,2022-06-01 13:56:00,350.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_301341381565,,,,,,,Погашен,2023-05-07,,,MF,301341381565,MF,paper,design1,sold_used,4500.0,,,,,2023-05-07
3480,21907635,Успешно_реализовано,4500.0,2022-05-31 20:51:31,2022-06-02 13:42:00,0.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30162634,,,,,,,,,,,MF,30162634,MF,paper,design1,,4500.0,,,,,
3482,19347098,Успешно_реализовано,8500.0,2022-06-01 08:31:20,2022-06-02 13:43:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_500_руб._)_-_1x8500_=_8500,8500.0,8500.0,8500,Флайборд_/_Ховерборд_/_Ранец,MF_60128846,,,,,,,Погашен,2021-03-11,,,MF,60128846,MF,paper,design1,sold_used,8500.0,,,,,2021-03-11
3484,21909289,Успешно_реализовано,4900.0,2022-06-01 09:54:36,2022-06-01 22:08:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4900.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30158437,,,,,,,,,,,MF,30158437,MF,paper,design1,,4500.0,,,,,
3513,21921741,Успешно_реализовано,4500.0,2022-06-03 12:41:07,2022-06-04 11:03:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30171454,,,,,,,,,,,MF,30171454,MF,paper,design1,,4500.0,,,,,
3515,21924941,Успешно_реализовано,3000.0,2022-06-03 13:11:07,2022-06-04 11:02:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_000_руб._)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20145427,,,,,,,,,,,MF,20145427,MF,paper,design1,,3000.0,,,,,
3535,22233819,Успешно_реализовано,4500.0,2022-06-05 17:39:06,2022-07-24 19:34:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30198057,,,,,,,Погашен,2022-02-08,,,MF,30198057,MF,paper,design1,sold_used,4500.0,,,,,2022-02-08
3554,21951605,Успешно_реализовано,4850.0,2022-06-07 14:17:50,2022-06-08 21:51:00,350.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,,Флайборд_/_Ховерборд_/_Ранец,MF_30175462,,,,,,,Погашен,,,,MF,30175462,MF,paper,design1,sold_used,4500.0,,,,,
3557,21952965,Успешно_реализовано,4500.0,2022-06-07 17:42:05,2022-06-11 21:43:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30182859,,,,,,,Погашен,2022-02-07,,,MF,30182859,MF,paper,design1,sold_used,4500.0,,,,,2022-02-07
3572,21967931,Успешно_реализовано,8500.0,2022-06-09 01:18:07,2022-06-11 21:43:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_8_500_руб._)_-_1x8500_=_8500,8500.0,8500.0,8500,Флайборд_/_Ховерборд_/_Ранец,MF_60193894,,,,,,,,,,,MF,60193894,MF,paper,design1,,8500.0,,,,,
3583,21967757,Успешно_реализовано,4850.0,2022-06-09 19:42:04,2022-06-11 21:44:00,350.0,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30194337,,,,,,,,,,,MF,30194337,MF,paper,design1,,4500.0,,,,,
3593,21975023,Успешно_реализовано,4500.0,2022-06-10 20:54:37,2022-06-11 21:49:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30141577,,,,,,,,,,,MF,30141577,MF,paper,design1,,4500.0,,,,,
3663,22008191,Успешно_реализовано,4900.0,2022-06-16 16:37:59,2022-06-20 21:52:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4900.0,4500.0,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30154317,,,,,,,Погашен,,,,MF,30154317,MF,paper,design1,sold_used,4500.0,,,,,
3669,22010283,Успешно_реализовано,4500.0,2022-06-16 23:43:09,2022-06-18 22:24:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30126624,,,,,,,,,,,MF,30126624,MF,paper,design1,,4500.0,,,,,
3832,22064701,Успешно_реализовано,4500.0,2022-06-25 18:41:37,2022-06-25 19:43:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30176590,,,,,,,Погашен,,,,MF,30176590,MF,paper,design1,sold_used,4500.0,,,,,
3851,22073235,Успешно_реализовано,4850.0,2022-06-27 15:48:43,2022-06-28 20:02:00,350.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_4_500_руб._)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30193995,,,,,,,,,,,MF,30193995,MF,paper,design1,,4500.0,,,,,
3975,22128213,Успешно_реализовано,4500.0,2022-07-05 18:24:55,2022-07-07 12:34:00,0.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x4500_=_4500",4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30291181,,,,,,,,,,,MF,30291181,MF,paper,design1,,4500.0,,,,,
4081,22172237,Успешно_реализовано,6000.0,2022-07-13 12:49:28,2022-07-14 09:16:00,500.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x5500_=_5500",6000.0,5500.0,6000,Флайборд_/_Ховерборд_/_Ранец,MF_30130813,,,,,,,Погашен,,,,MF,30130813,MF,paper,design1,sold_used,5500.0,,,,,
4103,22180949,Успешно_реализовано,3700.0,2022-07-14 19:17:57,2022-07-14 19:23:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_700_руб._)_-_1x3700_=_3700,3700.0,3700.0,3700,Флайборд_/_Ховерборд_/_Ранец,MF_20133495,,,,,,,Погашен,,,,MF,20133495,MF,paper,design1,sold_used,3700.0,,,,,
4107,22182381,Успешно_реализовано,10000.0,2022-07-15 08:23:31,2022-07-15 10:31:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_10_00_руб._)_-_1x10000_=_10000,10000.0,10000.0,10000,Флайборд_/_Ховерборд_/_Ранец,MF_60113440,,,,,,,Погашен,,,,MF,60113440,MF,paper,design1,sold_used,10000.0,,,,,
4108,22183361,Успешно_реализовано,7400.0,2022-07-15 10:45:31,2022-07-15 11:25:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_700_руб._)_-_2x3700_=_7400,7400.0,7400.0,7400,Флайборд_/_Ховерборд_/_Ранец,MF_20265114,,MF20210229,,,,,,,,,MF,20265114,MF,paper,design1,,2600.0,,,,,
4114,22184181,Успешно_реализовано,3700.0,2022-07-15 12:34:21,2022-07-16 02:53:00,0.0,,"Флайборд_(Варианты:_20_минут,_Бумажный_или_электронный:_Бумажный)_-_1x3700_=_3700",3700.0,3700.0,3700,Флайборд_/_Ховерборд_/_Ранец,MF_20112379,,,,,,,,,,,MF,20112379,MF,paper,design1,,3700.0,,,,,
4131,22188585,Успешно_реализовано,5500.0,2022-07-16 12:54:53,2022-07-17 21:07:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_5_500_руб._)_-_1x5500_=_5500,5500.0,5500.0,5500,Флайборд_/_Ховерборд_/_Ранец,MF_30123528,,,,,,,,,,,MF,30123528,MF,paper,design1,,5500.0,,,,,
4160,22202269,Успешно_реализовано,4200.0,2022-07-19 11:24:36,2022-07-20 09:04:00,500.0,,"Флайборд_(Варианты:_20_минут,_Бумажный_или_электронный:_Бумажный)_-_1x3700_=_3700",4200.0,3700.0,4200,Флайборд_/_Ховерборд_/_Ранец,MF_20214321,,,,,,,,,,,MF,20214321,MF,paper,design1,,3700.0,,,,,
4162,22202487,Успешно_реализовано,5500.0,2022-07-19 11:37:40,2022-07-20 09:06:00,0.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x5500_=_5500",5500.0,5500.0,5500,Флайборд_/_Ховерборд_/_Ранец,MF_3006056656,,,,,,,,,,,MF,3006056656,MF,paper,design1,,5500.0,,,,,
4172,22210091,Успешно_реализовано,4100.0,2022-07-20 11:27:59,2022-07-21 08:40:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_700_руб._)_-_1x3700_=_3700,4100.0,3700.0,4100,Флайборд_/_Ховерборд_/_Ранец,MF_20248604,,,,,,,Погашен,2022-11-08,,,MF,20248604,MF,paper,design1,sold_used,3700.0,,,,,2022-11-08
4264,22258131,Успешно_реализовано,9200.0,2022-07-27 12:53:34,2022-07-28 19:54:00,,,"Электрофойл_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x5500_=_5500;_
Флайборд_(Варианты:_20_минут,_Бумажный_или_электронный:_Бумажный)_-_1x3700_=_3700",9200.0,9200.0,9200,Флайборд_/_Ховерборд_/_Ранец,MF_20176472,,EF30201017,,,,,Погашен,2022-11-08,,,MF,20176472,MF,paper,design1,sold_used,2600.0,,,,,2022-11-08
4287,22273149,Успешно_реализовано,5500.0,2022-07-29 15:22:18,2022-07-31 13:14:00,0.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x5500_=_5500",5500.0,5500.0,5500,Флайборд_/_Ховерборд_/_Ранец,MF_3061123,,,,,,,Погашен,,,,MF,3061123,MF,paper,design1,sold_used,5500.0,,,,,
4311,22293797,Успешно_реализовано,3700.0,2022-07-31 14:04:53,2022-08-03 13:50:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_700_руб._)_-_1x3700_=_3700,3700.0,3700.0,3700,Флайборд_/_Ховерборд_/_Ранец,MF_20176851,,,,,,,,,,,MF,20176851,MF,paper,design1,,3700.0,,,,,
4331,22293395,Успешно_реализовано,5850.0,2022-08-02 13:23:06,2022-08-03 13:52:00,350.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x5500_=_5500",5850.0,5500.0,5850,Флайборд_/_Ховерборд_/_Ранец,MF_30240212,,,,,,,,,,,MF,30240212,MF,paper,design1,,5500.0,,,,,
4350,22307009,Успешно_реализовано,5900.0,2022-08-03 14:23:09,2022-08-04 20:45:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-5_500_руб._)_-_1x5500_=_5500,5900.0,5500.0,5900,Флайборд_/_Ховерборд_/_Ранец,MF_30223510,,,,,,,,,,,MF,30223510,MF,paper,design1,,5500.0,,,,,
4386,22328981,Успешно_реализовано,11200.0,2022-08-05 16:10:52,2022-09-01 17:10:00,,,"Подарочный_сертификатна_вейксёрфинг_(Выберите_тип:_30_минут_Mastercraft/Tige_-_4_500_руб._,_Тренер:_30_минут_с_тренером)_-_1x5700_=_5700;_
Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_5_500_руб._)_-_1x5500_=_5500",11200.0,11200.0,11200,Вейксёрф_и_вейк_за_катером,MF_30135930182,,WS30210758DEZ,,,,,,,,,MF,30135930182,MF,paper,design1,,2600.0,,,,,
4394,22331977,Успешно_реализовано,3700.0,2022-08-06 11:34:31,2022-08-06 20:08:00,0.0,,"Флайборд_(Варианты:_20_минут,_Бумажный_или_электронный:_Бумажный)_-_1x3700_=_3700",3700.0,3700.0,3700,Флайборд_/_Ховерборд_/_Ранец,MF_20244614,,,,,,,,,,,MF,20244614,MF,paper,design1,,3700.0,,,,,
4429,22354571,Успешно_реализовано,4050.0,2022-08-09 13:19:15,2022-08-11 11:30:00,350.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_700_руб._)_-_1x3700_=_3700,4050.0,3700.0,4050,Флайборд_/_Ховерборд_/_Ранец,MF_20150892,,,,,,,,,,,MF,20150892,MF,paper,design1,,3700.0,,,,,
4435,22361029,Успешно_реализовано,4100.0,2022-08-10 11:20:33,2022-08-10 16:50:00,350.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_700_руб._)_-_1x3700_=_3700,4100.0,3700.0,4100,Флайборд_/_Ховерборд_/_Ранец,MF_20191928,,,,,,,Погашен,,,,MF,20191928,MF,paper,design1,sold_used,3700.0,,,,,
4498,22398287,Успешно_реализовано,10400.0,2022-08-16 09:29:22,2022-08-17 11:06:00,400.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_1_час_-_10_00_руб._)_-_1x10000_=_10000,10400.0,10000.0,10400,Флайборд_/_Ховерборд_/_Ранец,MF_60141116,,,,,,,Погашен,,,,MF,60141116,MF,paper,design1,sold_used,10000.0,,,,,
4515,22412191,Успешно_реализовано,5900.0,2022-08-18 08:58:51,2022-08-19 09:56:00,400.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x5500_=_5500",5900.0,5500.0,5900,Флайборд_/_Ховерборд_/_Ранец,MF_30269519,,,,,,,,,,,MF,30269519,MF,paper,design1,,5500.0,,,,,
4518,22413469,Успешно_реализовано,5900.0,2022-08-18 12:02:49,2022-08-20 07:36:00,400.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x5500_=_5500",5900.0,5500.0,5900,Флайборд_/_Ховерборд_/_Ранец,MF_30262222,,,,,,,,,,,MF,30262222,MF,paper,design1,,5500.0,,,,,
4521,22415435,Успешно_реализовано,5500.0,2022-08-18 15:35:49,2022-08-19 10:11:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_5_500_руб._)_-_1x5500_=_5500,5500.0,5500.0,5500,Флайборд_/_Ховерборд_/_Ранец,MF_30271616,,,,,,,,,,,MF,30271616,MF,paper,design1,,5500.0,,,,,
4528,22435481,Успешно_реализовано,3700.0,2022-08-19 12:15:30,2022-08-20 07:38:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_20_минут_-_3_700_руб._)_-_1x3700_=_3700,3700.0,3700.0,3700,Флайборд_/_Ховерборд_/_Ранец,MF_20271689,,,,,,,Погашен,,,,MF,20271689,MF,paper,design1,sold_used,3700.0,,,,,
4535,22437661,Успешно_реализовано,3700.0,2022-08-19 16:52:45,2022-08-21 00:10:00,0.0,,"Флайборд_(Варианты:_20_минут,_Бумажный_или_электронный:_Бумажный)_-_1x3700_=_3700",3700.0,3700.0,3700,Флайборд_/_Ховерборд_/_Ранец,MF_20253144,,,,,,,,,,,MF,20253144,MF,paper,design1,,3700.0,,,,,
4573,22477363,Успешно_реализовано,5850.0,2022-08-24 12:07:37,2022-08-25 09:26:00,350.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_5_500_руб._)_-_1x5500_=_5500,5850.0,5500.0,5850,Флайборд_/_Ховерборд_/_Ранец,MF_30295547,,,,,,,,,,,MF,30295547,MF,paper,design1,,5500.0,,,,,
4594,22492765,Успешно_реализовано,16500.0,2022-08-26 12:06:00,2022-08-27 21:13:00,0.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_3x5500_=_16500",16500.0,16500.0,16500,Флайборд_/_Ховерборд_/_Ранец,MF_30282977,,MF30210495,,,,,Погашен,,,,MF,30282977,MF,paper,design1,sold_used,2600.0,,,,,
4605,22504349,Успешно_реализовано,3700.0,2022-08-27 21:22:37,2022-09-11 19:40:00,,,,,,3700,Флайборд_/_Ховерборд_/_Ранец,MF_3013581359,,,,,,,Погашен,2023-01-10,,,MF,3013581359,MF,paper,design1,sold_used,,,,,,2023-01-10
4617,22518859,Успешно_реализовано,5850.0,2022-08-30 11:38:09,2022-09-01 11:40:00,,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-5_500_руб._)_-_1x5500_=_5500,5500.0,5500.0,5850,Флайборд_/_Ховерборд_/_Ранец,MF_30223486,,,,,,,,,,,MF,30223486,MF,paper,design1,,5500.0,,,,,
4626,22526063,Успешно_реализовано,6000.0,2022-08-31 11:22:14,2022-09-01 11:44:00,500.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_5_500_руб._)_-_1x5500_=_5500,6000.0,5500.0,6000,Флайборд_/_Ховерборд_/_Ранец,MF_30251238,,,,,,,,,,,MF,30251238,MF,paper,design1,,5500.0,,,,,
4629,22526733,Успешно_реализовано,5500.0,2022-08-31 12:27:13,2022-09-01 11:43:00,0.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_5_500_руб._)_-_1x5500_=_5500,5500.0,5500.0,5500,Флайборд_/_Ховерборд_/_Ранец,MF_30226893,,,,,,,,,,,MF,30226893,MF,paper,design1,,5500.0,,,,,
4723,22721433,Успешно_реализовано,9000.0,2022-09-27 12:33:59,2022-09-29 11:38:00,0.0,,"Аэротруба_(Варианты:_10_минут_полёта_(для_1-2_человек),_Бумажный_или_электронный:_Бумажный)_-_1x9000_=_9000",9000.0,9000.0,9000,Аэротруба,AT_10142231,,,,,,,,,,,AT,10142231,AT,paper,design1,,9000.0,,,,,
4867,23307037,Успешно_реализовано,5000.0,2022-12-15 14:47:09,2022-12-20 14:52:00,,,"Снегоходы_(Варианты:_1_снежик_на_1_час,_Бумажный_или_электронный:_Бумажный)_-_1x5000_=_5000",5000.0,5000.0,5000,Снегоходы,SNX1_170838,,,,,,,Погашен,2023-03-02,4000,,SNX1,170838,SNX1,paper,design1,sold_used,5000.0,,,,,2023-03-02
